ID,名前,肩書き,シリーズ番号,シリーズ,手持ち1,手持ち2,手持ち3,手持ち4,手持ち5,手持ち6,画像ファイル,くれるもの,地方,会える場所,表示順,タイプ,アニメ登場回
176,ダイサク,やまおとこ,2,金・銀,イシツブテ,イシツブテ,イシツブテ,,,,02_yamaotoko.PNG,256円,ジョウト地方,つながりのどうくつ,4,,
177,ツトム,やまおとこ,2,金・銀,イシツブテ（ゴローン）,ゴローン,ワンリキー（カイリキー、ゴーリキー）,,,,02_yamaotoko.PNG,352円、576円、928円,ジョウト地方,33ばんどうろ,4,,
178,シュウジ,やまおとこ,2,金・銀,イシツブテ,イシツブテ,イシツブテ,イシツブテ,イシツブテ,,02_yamaotoko.PNG,416円,ジョウト地方,46ばんどうろ,4,,
179,テツジ,やまおとこ,2,金・銀,ディグダ,イシツブテ,ダグトリオ,,,,02_yamaotoko.PNG,512円,ジョウト地方,42ばんどうろ,4,,
180,マサフミ,やまおとこ,2,金・銀,イシツブテ,ワンリキー,,,,,02_yamaotoko.PNG,800円,ジョウト地方,つながりのどうくつ,4,,
181,ケンゴ,やまおとこ,2,金・銀,イシツブテ,イシツブテ,ゴローン,,,,02_yamaotoko.PNG,736円,ジョウト地方,つながりのどうくつ,4,,
182,カツヒロ,やまおとこ,2,金・銀,ワンリキー,イシツブテ,ワンリキー,,,,02_yamaotoko.PNG,864円,ジョウト地方,45ばんどうろ,4,,
183,タロウ,やまおとこ,2,金・銀,イワーク,,,,,,02_yamaotoko.PNG,928円、1084円、1216円,ジョウト地方,45ばんどうろ,4,,
184,アキオ,やまおとこ,2,金・銀,イシツブテ,ゴローン,ゴローニャ,,,,02_yamaotoko.PNG,800円,ジョウト地方,45ばんどうろ,4,,
185,マサヒコ,やまおとこ,2,金・銀,ディグダ,ダグトリオ,,,,,02_yamaotoko.PNG,864円,ジョウト地方,45ばんどうろ,4,,
186,ヒロカズ,やまおとこ,2,金・銀,サンドパン,ゴローニャ,,,,,02_yamaotoko.PNG,1056円,ジョウト地方,アクアごう,4,,
187,タカアキ,やまおとこ,2,金・銀,ダグトリオ,イワーク,,,,,02_yamaotoko.PNG,1024円,ジョウト地方,9ばんどうろ,4,,
188,マサミチ,やまおとこ,2,金・銀,ゴローン,ゴローン,ゴローン,,,,02_yamaotoko.PNG,992円,ジョウト地方,9ばんどうろ,4,,
189,イワオ,やまおとこ,2,金・銀,カイリキー,,,,,,02_yamaotoko.PNG,1120円,ジョウト地方,10ばんどうろ,4,,
190,ノリヨシ,やまおとこ,2,金・銀,サンドパン,ゴローン,ゴローニャ,ゴローン,,,02_yamaotoko.PNG,1056円,ジョウト地方,13ばんどうろ,4,,
191,オオライ,やまおとこ,2c,ハートゴールド・ソウルシルバー,ノコッチ,ノコッチ,ノコッチ,,,,02_yamaotoko.PNG,608円,ジョウト地方,47ばんどうろ,11,,
192,タロウ,やまおとこ,2c,ハートゴールド・ソウルシルバー,イワーク（ハガネール）,ゴローン（ゴローニャ）,,,,,02_yamaotoko.PNG,960円、1120円、1184円、1664円,ジョウト地方,45ばんどうろ,11,,
193,ヒロカズ,やまおとこ,2c,ハートゴールド・ソウルシルバー,ドーミラー,ゴローニャ,,,,,02_yamaotoko.PNG,1344円,ジョウト地方,アクアごう,11,,
194,トモヒロ,やまおとこ,2c,ハートゴールド・ソウルシルバー,ゴローン,サイドン,ピッピ,,,,02_yamaotoko.PNG,1440円,ジョウト地方,3ばんどうろ,11,,
195,コテツ,やまおとこ,2c,ハートゴールド・ソウルシルバー,レアコイル,ハガネール,,,,,02_yamaotoko.PNG,1408円,ジョウト地方,3ばんどうろ,11,,
196,ミキオ,やまおとこ,2c,ハートゴールド・ソウルシルバー,ゴローニャ,,,,,,02_yamaotoko.PNG,1600円,ジョウト地方,ニビジム,11,,
197,フクオ,ひふきやろう,2,金・銀,ドガース,ドガース,,,,,02_hifukiyaro.PNG,288円,ジョウト地方,つながりのどうくつ,4,,
198,ノリヤス,ひふきやろう,2,金・銀,ロコン,,,,,,02_hifukiyaro.PNG,432円,ジョウト地方,つながりのどうくつ,4,,
199,トシハル,ひふきやろう,2,金・銀,ブーバー,ブーバー,,,,,02_hifukiyaro.PNG,624円,ジョウト地方,35ばんどうろ,4,,
200,トシヤ,ひふきやろう,2,金・銀,ドガース,ガーディ,ドガース,,,,02_hifukiyaro.PNG,720円,ジョウト地方,やけたとう,4,,
201,マサノリ,ひふきやろう,2,金・銀,リザード,,,,,,02_hifukiyaro.PNG,816円,ジョウト地方,やけたとう,4,,
202,ダイ,ひふきやろう,2,金・銀,ドガース,ブースター,ドガース,,,,02_hifukiyaro.PNG,1344円,ジョウト地方,アクアごう,4,,
203,アキト,ひふきやろう,2,金・銀,ブーバー,マタドガス,ブーバー,,,,02_hifukiyaro.PNG,1392円,ジョウト地方,3ばんどうろ,4,,
204,ノブアキ,ひふきやろう,2,金・銀,ドガース,マグマッグ,,,,,02_hifukiyaro.PNG,1536円,ジョウト地方,3ばんどうろ,4,,
205,タダヒコ,かいじゅうマニア,2,金・銀,ヤドン,,,,,,02_kaijumania.PNG,600円,ジョウト地方,つながりのどうくつ,4,,
206,ヒロアキ,かいじゅうマニア,2,金・銀,ヤドン,ヤドン,,,,,02_kaijumania.PNG,600円,ジョウト地方,ちかつうろ,4,,
207,マサシ,かいじゅうマニア,2,金・銀,ベロリンガ,,,,,,02_kaijumania.PNG,720円,ジョウト地方,ちかつうろ,4,,
208,ミノル,かいじゅうマニア,2,金・銀,ニドリーナ,ニドリーノ,,,,,02_kaijumania.PNG,960円,ジョウト地方,42ばんどうろ,4,,
209,カズシ,かいじゅうマニア,2,金・銀,ニドキング,,,,,,02_kaijumania.PNG,1140円,ジョウト地方,43ばんどうろ,4,,
210,マコト,かいじゅうマニア,2,金・銀,ベロリンガ,ニドラン♂,ニドラン♀,ニドラン♀（ニドリーナ）,ニドキング,,02_kaijumania.PNG,1140円、1380円、1920円,ジョウト地方,43ばんどうろ,4,,
211,スグル,かいじゅうマニア,2,金・銀,ヤドラン,,,,,,02_kaijumania.PNG,1140円,ジョウト地方,43ばんどうろ,4,,
212,ナオヤ,かいじゅうマニア,2,金・銀,ガルーラ,,,,,,02_kaijumania.PNG,1560円,ジョウト地方,つながりのどうくつ,4,,
213,マサアキ,かいじゅうマニア,2,金・銀,ガラガラ,ガラガラ,,,,,02_kaijumania.PNG,1440円,ジョウト地方,つながりのどうくつ,4,,
214,モトフミ,かいじゅうマニア,2,金・銀,サイホーン,,,,,,02_kaijumania.PNG,1620円,ジョウト地方,44ばんどうろ,4,,
215,マサオミ,かいじゅうマニア,2,金・銀,サイホーン,サイドン,,,,,02_kaijumania.PNG,1860円,ジョウト地方,アクアごう,4,,
216,ナオト,かいじゅうマニア,2b,クリスタル,ニドキング,ニドクイン,,,,,02_kaijumania.PNG,1020円,ジョウト地方,スリバチやま,5,,
217,トシノブ,かいじゅうマニア,2c,ハートゴールド・ソウルシルバー,ニドリーナ,ニドリーノ,,,,,02_kaijumania.PNG,1088円,ジョウト地方,42ばんどうろ,11,,
218,クミ,ふたごちゃん（クミとルミ）,2,金・銀,イトマル,レディバ,,,,,02_futagoch.PNG,200円,ジョウト地方,ヒワダジム,4,,
219,ルミ,ふたごちゃん（クミとルミ）,2,金・銀,イトマル,レディバ,,,,,02_futagoch.PNG,200円,ジョウト地方,ヒワダジム,4,,
220,マナ,ふたごちゃん（マナとカナ）,2,金・銀,ピッピ,プリン,,,,,02_futagoch.PNG,320円,ジョウト地方,37ばんどうろ,4,,
221,カナ,ふたごちゃん（マナとカナ）,2,金・銀,ピッピ,プリン,,,,,02_futagoch.PNG,320円,ジョウト地方,37ばんどうろ,4,,
222,ハナ,ふたごちゃん（ハナとヒナ）,2b,クリスタル,ミニリュウ,ミニリュウ,,,,,02_futagoch.PNG,700円,ジョウト地方,りゅうのあな,5,,
223,ヒナ,ふたごちゃん（ハナとヒナ）,2b,クリスタル,ミニリュウ,ミニリュウ,,,,,02_futagoch.PNG,700円,ジョウト地方,りゅうのあな,5,,
224,マコ,ふたごちゃん（マコとミコ）,2,金・銀,ヒメグマ,ゴマゾウ,,,,,02_futagoch.PNG,620円,ジョウト地方,アクアごう,4,,
225,ミコ,ふたごちゃん（マコとミコ）,2,金・銀,ヒメグマ,ゴマゾウ,,,,,02_futagoch.PNG,620円,ジョウト地方,アクアごう,4,,
226,ミキ,ふたごちゃん（ミキとマキ）,2,金・銀,ウツボット,ラフレシア,,,,,02_futagoch.PNG,700円,ジョウト地方,タマムシジム,4,,
227,マキ,ふたごちゃん（ミキとマキ）,2,金・銀,ウツボット,ラフレシア,,,,,02_futagoch.PNG,700円,ジョウト地方,タマムシジム,4,,
228,オト,ふたごちゃん（オトとナル）,2c,ハートゴールド・ソウルシルバー,マリル,メリープ,,,,,02_futagoch.PNG,512円,ジョウト地方,37ばんどうろ,11,,
229,ナル,ふたごちゃん（オトとナル）,2c,ハートゴールド・ソウルシルバー,マリル,メリープ,,,,,02_futagoch.PNG,512円,ジョウト地方,37ばんどうろ,11,,
230,ネネ,ふたごちゃん（ネネとキキ）,2c,ハートゴールド・ソウルシルバー,プラスル,マイナン,,,,,02_futagoch.PNG,1312円,ジョウト地方,6ばんどうろ,11,,
231,キキ,ふたごちゃん（ネネとキキ）,2c,ハートゴールド・ソウルシルバー,プラスル,マイナン,,,,,02_futagoch.PNG,1312円,ジョウト地方,6ばんどうろ,11,,
232,カコ,ふたごちゃん（カコとトコ）,2c,ハートゴールド・ソウルシルバー,ヌオー,ヌオー,,,,,02_futagoch.PNG,1312円、1536円、1696円、1760円,ジョウト地方,15ばんどうろ,11,,
233,トコ,ふたごちゃん（カコとトコ）,2c,ハートゴールド・ソウルシルバー,ヌオー,ヌオー,,,,,02_futagoch.PNG,1312円、1536円、1696円、1760円,ジョウト地方,15ばんどうろ,11,,
234,サヤ,ふたごちゃん（サヤとアヤ）,2c,ハートゴールド・ソウルシルバー,マリル,メリープ,,,,,02_futagoch.PNG,480円,ジョウト地方,体験版,11,,
235,アヤ,ふたごちゃん（サヤとアヤ）,2c,ハートゴールド・ソウルシルバー,マリル,メリープ,,,,,02_futagoch.PNG,480円,ジョウト地方,体験版,11,,
236,マモル,おまわりさん,2,金・銀,ガーディ,,,,,,02_omawari.PNG,680円,ジョウト地方,34ばんどうろ,4,,
237,シンイチ,おまわりさん,2,金・銀,ガーディ,ガーディ,,,,,02_omawari.PNG,560円,ジョウト地方,35ばんどうろ,4,,
238,テルキ,りかけいのおとこ,2,金・銀,コイル,ビリリダマ,コイル,コイル,,,02_rikakei.PNG,288円,ジョウト地方,ちかつうろ,4,,
239,カズヒト,りかけいのおとこ,2,金・銀,ベトベター,ベトベター,,,,,02_rikakei.PNG,352円,ジョウト地方,ちかつうろ,4,,
240,ガクジ,りかけいのおとこ,2b,クリスタル,ヤドン,,,,,,02_rikakei.PNG,608円,ジョウト地方,スリバチやま,5,,
241,タカフミ,りかけいのおとこ,2b,クリスタル,シードラ,,,,,,02_rikakei.PNG,1248円,ジョウト地方,スリバチやま,5,,
242,スミオ,りかけいのおとこ,2,金・銀,コイル,ベトベトン,コイル,,,,02_rikakei.PNG,992円,ジョウト地方,アクアごう,4,,
243,ナオヒサ,りかけいのおとこ,2,金・銀,ベトベター,ベトベトン,,,,,02_rikakei.PNG,1088円,ジョウト地方,8ばんどうろ,4,,
244,タクト,りかけいのおとこ,2,金・銀,コイル,コイル,コイル,,,,02_rikakei.PNG,1024円,ジョウト地方,8ばんどうろ,4,,
245,ケンゾウ,りかけいのおとこ,2,金・銀,ポリゴン,,,,,,02_rikakei.PNG,1152円,ジョウト地方,25ばんどうろ,4,,
246,タカジ,りかけいのおとこ,2c,ハートゴールド・ソウルシルバー,コータス,,,,,,02_rikakei.PNG,2544円,ジョウト地方,グレンジム,11,,
247,ユウビ,りかけいのおとこ,2c,ハートゴールド・ソウルシルバー,ドンメル,,,,,,02_rikakei.PNG,2544円,ジョウト地方,グレンジム,11,,
248,ナガフミ,りかけいのおとこ,2c,ハートゴールド・ソウルシルバー,マグカルゴ,,,,,,02_rikakei.PNG,2544円,ジョウト地方,グレンジム,11,,
249,ユキ,ミニスカート,2,金・銀,ナゾノクサ,カラカラ,,,,,02_minisuka.PNG,360円,ジョウト地方,しぜんこうえん,4,,
250,ミカ,ミニスカート,2,金・銀,ブルー,,,,,,02_minisuka.PNG,432円,ジョウト地方,コガネジム,4,,
251,アスカ,ミニスカート,2,金・銀,プリン,プリン,プリン,,,,02_minisuka.PNG,360円,ジョウト地方,コガネジム,4,,
252,リカ,ミニスカート,2,金・銀,モココ（デンリュウ）,コダック（ゴルダック）,,,,,02_minisuka.PNG,432円、504円、696円、768円、864円,ジョウト地方,38ばんどうろ,4,,
253,レミ,ミニスカート,2,金・銀,マリル,,,,,,02_minisuka.PNG,504円,ジョウト地方,アサギのとうだい,4,,
254,ユナ,ミニスカート,2,金・銀,プクリン,グランブル,,,,,02_minisuka.PNG,816円,ジョウト地方,25ばんどうろ,4,,
255,ミーナ,ミニスカート,2,金・銀,クサイハナ,ピジョン,キレイハナ,,,,02_minisuka.PNG,744円,ジョウト地方,25ばんどうろ,4,,
256,チエ,ミニスカート,2,金・銀,パラス,パラス,パラセクト,,,,02_minisuka.PNG,768円,ジョウト地方,25ばんどうろ,4,,
257,マユミ,ミニスカート,2,金・銀,ポポッコ,ハネッコ,ワタッコ,,,,02_minisuka.PNG,816円,ジョウト地方,タマムシジム,4,,
258,アキ,ミニスカート,2,金・銀,フシギダネ,フシギソウ,フシギバナ,,,,02_minisuka.PNG,816円,ジョウト地方,セキチクジム,4,,
259,チカ,ミニスカート,2,金・銀,クサイハナ,アーボック,クサイハナ,,,,02_minisuka.PNG,720円,ジョウト地方,セキチクジム,4,,
260,エリ,ミニスカート,1c,ファイアレッド・リーフグリーン,ポッポ（ピジョン）,ポッポ（ピジョン）,,,,,FRLG_minisuka.PNG,144円、320円、448円,カントー地方,3ばんどうろ,7,,
261,ミナ,ミニスカート,1c,ファイアレッド・リーフグリーン,コラッタ,ニドラン♀,,,,,FRLG_minisuka.PNG,160円,カントー地方,3ばんどうろ,7,,
262,シホ,ミニスカート,1c,ファイアレッド・リーフグリーン,プリン,,,,,,FRLG_minisuka.PNG,224円,カントー地方,3ばんどうろ,7,,
263,ナホ,ミニスカート,1c,ファイアレッド・リーフグリーン,ピッピ,,,,,,FRLG_minisuka.PNG,224円,カントー地方,オツキミやま,7,,
264,ルリ,ミニスカート,1c,ファイアレッド・リーフグリーン,ナゾノクサ,マダツボミ,,,,,FRLG_minisuka.PNG,176円,カントー地方,オツキミやま,7,,
265,サヤ,ミニスカート,1c,ファイアレッド・リーフグリーン,ポッポ,ナゾノクサ,マダツボミ,,,,FRLG_minisuka.PNG,192円,カントー地方,24ばんどうろ,7,,
266,アミ,ミニスカート,1c,ファイアレッド・リーフグリーン,ニドラン♂,ニドラン♀（ニドリーナ）,ポッポ（ピジョン）,,,,FRLG_minisuka.PNG,256円、320円、448円,カントー地方,24ばんどうろ,7,,
267,マキ,ミニスカート,1c,ファイアレッド・リーフグリーン,ナゾノクサ,ナゾノクサ,ポッポ,,,,FRLG_minisuka.PNG,208円,カントー地方,25ばんどうろ,7,,
268,カヤ,ミニスカート,1c,ファイアレッド・リーフグリーン,ポッポ,ニドラン♀,,,,,FRLG_minisuka.PNG,288円,カントー地方,サント・アンヌごう,7,,
269,ユカ,ミニスカート,1c,ファイアレッド・リーフグリーン,コラッタ,ピカチュウ,,,,,FRLG_minisuka.PNG,288円,カントー地方,サント・アンヌごう,7,,
270,マユ,ミニスカート,1c,ファイアレッド・リーフグリーン,ピッピ,ピッピ,,,,,FRLG_minisuka.PNG,352円,カントー地方,8ばんどうろ,7,,
271,マイ,ミニスカート,1c,ファイアレッド・リーフグリーン,ニドラン♀,ニドリーナ,,,,,FRLG_minisuka.PNG,368円,カントー地方,8ばんどうろ,7,,
272,ミキ,ミニスカート,1c,ファイアレッド・リーフグリーン,ニャース,ニャース,ニャース,,,,FRLG_minisuka.PNG,384円,カントー地方,8ばんどうろ,7,,
273,マミ,ミニスカート,1c,ファイアレッド・リーフグリーン,ポッポ（ピジョン、ピジョット）,コラッタ（ラッタ）,ニドラン♂（ニドリーノ）,ニャース（ペルシアン）,ピカチュウ（ライチュウ）,,FRLG_minisuka.PNG,304円、352円、768円,カントー地方,8ばんどうろ,7,,
274,アコ,ミニスカート,1c,ファイアレッド・リーフグリーン,マダツボミ,ウツドン,,,,,FRLG_minisuka.PNG,368円,カントー地方,タマムシジム,7,,
275,ユミ,ミニスカート,1c,ファイアレッド・リーフグリーン,ナゾノクサ,クサイハナ,,,,,FRLG_minisuka.PNG,368円,カントー地方,タマムシジム,7,,
